Given the following state for the Bankerâ€™s Algorithm. 6 processes P0 through P5 4 resource types: A (15 instances); B (6 instances) C (9 instances); D (10 instances) Snapshot at time T0: Verify that the Available array has been calculated correctly.,,Analyse,,,,
What is kernel?,,Remember,,,,
"Given the following state for the Bankerâ€™s Algorithm. 6 processes P0 through P5 4 resource types: A (15 instances); B (6 instances) C (9 instances); D (10 instances) Snapshot at time T0: Given the request (3,2,3,3) from Process P5. Should this request be granted? Why or why not?",,Analyse,,,,
What are the different operating systems?,,Remember,,,,
What is a TinyOS component?,,Remember,,,,
Give some benefits of multithreaded programming.,,Remember,,,,
What is root partition?,,Remember,,,,
"Consider the following ways of handling deadlock: (1) bankerâ€™s algorithm, (2) detect deadlock and kill thread, releasing all resources, (3) reserve all resources in advance, (4) restart thread and release all resources if thread needs to wait, (5) resource ordering, and (6) detect deadlock and roll back threadâ€™s actions. Another criterion is efficiency; in other words, which requires the least processor overhead. Rank order the approaches from 1 to 6, with 1 being the most efficient, assuming that deadlock is a very rare event. Comment on your ordering. Does your ordering change if deadlocks occur frequently?",,Evaluate,,,,
"In general terms, what are four means of authenticating a userâ€™s identity?",,Understand,,,,
"Consider the following string of page references 7, 0, 1, 2, 0, 3, 0, 4, 2, 3, 0, 3, 2 and the policies: FIFO (first-in-first-out), LRU (least recently used), Clock and Optimal. List the total number of page faults and the miss rate for each policy. Count page faults only after all frames have been initialized.",,Evaluate,,,,
Define compactions.,,Remember,,,,
"In UNIX System V, the length of a block is 1 Kbyte, and each block can hold a total of 256 block addresses. Using the inode scheme, what is the maximum size of a file?",,Evaluate,,,,
Explain how a copying garbage collector works. How can it be implemented using semispaces?,,Understand,,,,
"A computer consists of a CPU and an I/O device D connected to main memory M via a shared bus with a data bus width of one word. The CPU can execute a maximum of 106 instructions per second. An average instruction requires five processor cycles, three of which use the memory bus. A memory read or write operation uses one processor cycle. Suppose that the CPU is continuously executing â€œbackgroundâ€ù programs that require 95% of its instruction execution rate but not any I/O instructions. Assume that one processor cycle equals one bus cycle. Now suppose that very large blocks of data are to be transferred between M and D. a. If programmed I/O is used and each one-word I/O transfer requires the CPU to execute two instructions, estimate the maximum I/O data transfer rate, in words per second, possible through D. b. Estimate the same rate if DMA transfer is used.",,Apply,,,,
What are the necessary conditions for deadlock to occur?,,Remember,,,,
Describe system calls and its type,,Remember,,,,
"Consider the following sequence of page references (each element in the sequence represents a page number): 12345213323454511325 1<<k Define the mean working set size after the kth reference as sk( ) = k a 0 W(t, ) 0 t=1 1k and define the missing page probability after the kth reference as mk( ) = k a F(t, ) t=1 where F(t,  )   1 if a page fault occurs at virtual time t and 0 otherwise. Draw a diagram similar to that of Figure 8.19 for the reference sequence just defined for the values     1, 2, 3, 4, 5, 6. Plot s20( ) as a function of  . Plot m20( ) as a function of  .",,Apply,,,,
Consider a paged logical address space (composed of 32 pages of 2 Kbytes each) mapped into a 1-Mbyte physical memory space. What is the effect on the page table if the physical memory space is reduced by half?,,Analyse,,,,
What is a data register and address register?,,Remember,,,,
"Discuss the impact on the system speed if the microprocessor bus has - 1. a 32-bit local address bus and a 16-bit local data bus, or 2. a 16-bit local address bus and a 16-bit local data bus.",,Analyse,,,,
Why is it not possible to combine a global replacement policy and a fixed allocation policy?,,Understand,,,,
"For the frequency-based replacement algorithm (Figure 11.9), define Fnew, Fmiddle, and Fold as the fraction of the cache that comprises the new, middle, and old sections, respectively. Clearly, Fnew + Fmiddle + Fold = 1. Characterize the policy when a. Fold =1-Fnew b. Fold = 1/(cache size)",,Apply,,,,
List and briefly describe the principal physical characteristics used for biometric identification.,,Remember,,,,
What is cache memory?,,Remember,,,,
List four characteristics of a suspended process.,,Remember,,,,
"In Table 13.2, what should be the limitations on the use of cyg_drv_spinlock_ destroy? Explain.",,Remember,,,,
"Assume that passwords are selected from four-character combinations of 26 alphabetic characters. Assume that an adversary is able to attempt passwords at a rate of one per second.  What is the expected time to discover the correct password? a. Assuming no feedback to the adversary until each attempt has been completed, b. Assuming feedback to the adversary flagging an error as each incorrect character is entered",,Evaluate,,,,
Why is the context switch overhead of a user-level threading lesser as compared to the overhead for processes? Explain.,,Understand,,,,
Explain IPC.,,Remember,,,,
What is a command interpreter?,,Remember,,,,
What are the three conditions that must be present for deadlock to be possible?,,Remember,,,,
"9.10 A processor is multiplexed at infinite speed among all processes present in a ready queue with no overhead. (This is an idealized model of round-robin scheduling among ready processes using time slices that are very small compared to the mean service time.) Show that for Poisson input from an infinite source with exponential service times, the mean response time Rx of a process with service time x is given by Rx = x/(1 â€“ r). (Hint: Review the basic queueing equations in Appendix H or Chapter 20. Then consider the number of items waiting, w, in the system upon arrival of the given process.)",,Apply,,,,
What do you mean by a zombie process?,,Remember,,,,
"In Table 13.2, it is recommended that cyg_drv_spinlock_spin should be used sparingly, and in situations where deadlocks/livelocks cannot occur. Explain why.",,Understand,,,,
Consider a program that accesses n I/O devices and compare unbuffered I/O to the use of a buffer. Compare the running time with and without the use of the buffer.,,Evaluate,,,,
What are rings in Windows NT?,,Remember,,,,
"The two variables a and b have initial values of 1 and 2, respectively. The following code is for a Linux system: <CODE> What possible errors are avoided by the use of the memory barriers?",,Analyse,,,,
Explain the layers of a Windows XP system.,,Remember,,,,
What is difference between micro kernel and macro kernel?,,Remember,,,,
What are device drivers?,,Remember,,,,
"In a nonpreemptive uniprocessor system, the ready queue contains three jobs at time t immediately after the completion of a job. These jobs arrived at times t1, t2, and t3 with estimated execution times of r1, r2, and r3, respectively. Figure 9.18 shows the linear increase of their response ratios over time. Use this example to find a variant of response ratio scheduling, known as minimax response ratio scheduling, that minimizes the maximum response ratio for a given batch of jobs ignoring further arrivals. (Hint: Decide, first, which job to schedule as the last one.)",,Create,,,,
Describe some worm countermeasures.,,Remember,,,,
How does reference counting manage memory allocated objects? When can it fail to reclaim objects?,,Understand,,,,
What is the distinction between competing processes and cooperating processes?,,Remember,,,,
"Consider a disk with N tracks numbered from 0 to (N - 1) and assume that requested sectors are distributed randomly and evenly over the disk. We want to calculate the average number of tracks traversed by a seek. Calculate the probability of a seek of length K, for an arbitrary current position of the head. (Hint: This involves the summing over all possible combinations of movements of K tracks.)",,Evaluate,,,,
Why is the principle of locality crucial to the use of virtual memory?,,Understand,,,,
What complications does concurrent processing add to an operating system?,,Remember,,,,
Describe the Buddy system of memory allocation.,,Remember,,,,
"Consider the state transition diagram of Figure 3.9b. Suppose that it is time for the OS to dispatch a process and that there are processes in both the Ready state and the Ready/Suspend state, and that at least one process in the Ready/Suspend state has higher scheduling priority than any of the processes in the Ready state. Two extreme policies are as follows: (1) Always dispatch from a process in the Ready state, to minimize swapping, and (2) always give preference to the highest-priority process, even though that may mean swapping when swapping is not necessary. Suggest an intermediate policy that tries to balance the concerns of priority and performance.",,Create,,,,
Consider a system with memory mapping done on a page basis and using a single level page table. Assume that the necessary page table is always in memory. Explain how the TLB hit rate affects the EMAT.,,Understand,,,,
"List and briefly describe some of the defenses against buffer overflows that can be implemented when running existing, vulnerable programs.",,Remember,,,,
What do you know about interrupt?,,Remember,,,,
What operations can be performed on a semaphore?,,Remember,,,,
"Show that message passing and semaphores have equivalent functionality by Implementing message passing using semaphores. Hint: Make use of a shared buffer area to hold mailboxes, each one consisting of an array of message slots.",,Evaluate,,,,
"If a process exits and there are still threads of that process running, will they continue to run?",,Remember,,,,
Consider a simple paging system with the following parameters: 232 bytes of physical memory; page size of 210 bytes; 216 pages of logical address space. How many bits are in a logical address? How many bytes in a frame? How many bits in the physical address specify the frame? How many entries in the page table? How many bits in each page table entry? Assume each page table entry contains a valid/invalid bit.,,Apply,,,,
Consider a variant of the RR scheduling algorithm where the entries in the ready queue are pointers to the PCBs. What would be the effect of putting two pointers to the same process in the ready queue?,,Apply,,,,
Explain the difference between a monolithic kernel and a microkernel.,,Understand,,,,
What has triggered the need for multitasking in PCs?,,Analyse,,,,
Consider a system consisting of four processes and a single resource. The current state of the claim and allocation matrices are: What is the minimum number of units of the resource needed to be available for this state to be safe?,,Apply,,,,
List three advantages of ULTs over KLTs.,,Remember,,,,
What is the resident set and working set of a process?,,Remember,,,,
"In the THE multiprogramming system [DIJK68], a drum (precursor to the disk for secondary storage) is divided into input buffers, processing areas, and output buffers, with floating boundaries, depending on the speed of the processes involved. The current state of the drum can be characterized by the following parameters: max = maximum number of pages on drum i = number of input pages on drum p = number of processing pages on drum o = number of output pages on drum reso = minimum number of pages reserved for output resp = minimum number of pages reserved for processing Formulate the necessary resource constraints that guarantee that the drum capacity is not exceeded and that a minimum number of pages is reserved permanently for output and processing.",,Evaluate,,,,
Explain what is the problem with this implementation of the one-writer many-readers problem? <CODE>,,Analyse,,,,
"Consider a page reference string for a process with a working set of M frames, initially all empty. The page reference string is of length P with N distinct page numbers in it. For any page replacement algorithm, What is a lower bound on the number of page faults? What is an upper bound on the number of page faults?",,Understand,,,,
"Define residence time Tr as the average total time a process spends waiting and being served. Show that for FIFO, with mean service time Ts, we have Tr = Ts/(1 â€“ r), where r is utilization.",,Evaluate,,,,
What are the advantages of using directories?,,Remember,,,,
What are the different types of Kernel?,,Remember,,,,
What problems are faced during the implementation of a network-transparent system?,,Understand,,,,
Figure 6.17 shows another solution to the dining philosophers problem using monitors. Compare to Figure 6.14 and report your conclusions.,,Analyse,,,,
How are data structures handled by NTFS and how does it recover from a crash?,,Remember,,,,
What elements are typically found in a page table entry? Briefly define each element.,,Remember,,,,
List the Coffman's conditions that lead to a deadlock.,,Remember,,,,
"A computer has a cache, main memory, and a disk used for virtual memory. If a referenced word is in the cache, 20 ns are required to access it. If it is in main memory but not in the cache, 60 ns are needed to load it into the cache (this includes the time to originally check the cache), and then the reference is started again. If the word is not in main memory, 12 ms are required to fetch the word from disk, followed by 60 ns to copy it to the cache, and then the reference is started again. The cache hit ratio is 0.9 and the main-memory hit ratio is 0.6. What is the average time in ns required to access a referenced word on this system?",,Apply,,,,
Consider the following fragment of code on a Linux system. read_lock(&mr_rwlock); write_lock(&mr_rwlock); Where mr_rwlock is a readerâ€“writer lock. What is the effect of this code?,,Understand,,,,
